target_name	qid	wikidata_label	label_en	label_mul	description_en	description_mul	matched_name	matched_source	aliases_en	aliases_mul	P106_occupation_qids	P569_birth	P570_death	P742_pseudonym	P1477_birth_name	enwiki_title	jawiki_title	source_snapshot
Michael Scott	Q112530887	Michael Scott	Michael Scott	Michael Scott	botanist and photographer (born 1951)		Michael Scott	label_en			Q2374149|Q33231	+1951-00-00T00:00:00Z						2026-08-05
Per Hansson	Q112968326	Petteri Hannunpoika, lord of Moiso, Valsta & Osterby	Petteri Hannunpoika, lord of Moiso, Valsta & Osterby		- Aft 1608		Per Hansson	P1477_birth_name	Per Hansson den yngre		Q1511216|Q212238	+1500-00-00T00:00:00Z	+1608-00-00T00:00:00Z		Per Hansson			2026-08-05
James White	Q113809306	James White	James White	James White			James White	label_en				+1759-01-01T00:00:00Z	+1777-01-01T00:00:00Z					2026-08-05
Debbie Taylor	Q114837323	Debbie Aung Din Taylor	Debbie Aung Din Taylor	Debbie Aung Din Taylor	Co-Founder - Proximity Designs		Debbie Taylor	alias_en	Debbie Taylor			+1956-00-00T00:00:00Z						2026-08-05
David   Robbins	Q117120921	David Robbins	David Robbins	David Robbins	American photographer (1912-1981)		David Robbins	label_en	David A. Robbins		Q33231	+1912-00-00T00:00:00Z	+1981-00-00T00:00:00Z					2026-08-05
Dan Jackson	Q117323594	Dan Jackson	Dan Jackson	Dan Jackson	comics artist		Dan Jackson	label_en		Daniel Jackson	Q17098559|Q644687|Q59587410	+1971-01-01T00:00:00Z						2026-08-05
Michael Scott	Q118793335	Michael L. Scott	Michael L. Scott	Michael L. Scott	researcher		Michael Scott	alias_en	Michael Scott		Q1650915							2026-08-05
Courtney Peppernell	Q120616257	Courtney Peppernell	Courtney Peppernell	Courtney Peppernell			Courtney Peppernell	label_en			Q36180|Q49757							2026-08-05
Craig Johnson	Q121058097	Craig Johnson	Craig Johnson	Craig Johnson			Craig Johnson	label_en			Q47541952							2026-08-05
David Mitchell	Q121091308	David Mitchell	David Mitchell	David Mitchell	director		David Mitchell	label_en			Q3455803							2026-08-05
David McCullough	Q121144073	David McCullough	David McCullough	David McCullough			David McCullough	label_en			Q222344							2026-08-05
Harold Fielding	Q121222988	Harold Fielding	Harold Fielding	Harold Fielding			Harold Fielding	label_en			Q47541952							2026-08-05
Helen Taylor	Q122389579	Helen Taylor	Helen Taylor	Helen Taylor	American costume designer		Helen Taylor	label_en			Q1323191|Q3237618	+1904-11-11T00:00:00Z	+1987-10-23T00:00:00Z					2026-08-05
Craig Johnson	Q123509367	Craig Johnson	Craig Johnson	Craig Johnson	researcher		Craig Johnson	label_en	Craig L Johnson		Q1650915							2026-08-05
Michael  Stewart	Q125920948	Michael M. Stewart	Michael M. Stewart	Michael M. Stewart	American physician and non-profit administrator (1936-1983)		Michael Stewart	alias_en	Michael MacCracken Stewart | Michael Stewart		Q15924224|Q3029404|Q111535220|Q1622272	+1936-03-11T00:00:00Z	+1983-01-15T00:00:00Z					2026-08-05
Paul     White	Q128976587	Paul White	Paul White	Paul White	Secretary General, International Copper, Nickel and Lead and Zinc Study Groups		Paul White	label_en										2026-08-05
Mark Young	Q129106156	Mark Young	Mark Young	Mark Young	New Zealand poet		Mark Young	label_en			Q49757	+1941-00-00T00:00:00Z						2026-08-05
John Gray	Q130707527	John C. Gray	John C. Gray	John Clinton Gray	British molecular biologist		John Gray	alias_en	J. C. Gray | John Clinton Gray | John Gray			+1946-04-09T00:00:00Z						2026-08-05
Mary Reed	Q131439494	Mary Reed	Mary Reed	Mary Reed			Mary Reed	label_en	Mary Ford									2026-08-05
Elizabeth Lowell	Q131861186	"Elizabeth ""Betsy"" Little"	"Elizabeth ""Betsy"" Little"	"Elizabeth ""Betsy"" Little"			Elizabeth Lowell	alias_en	"Elizabeth ""Betsy"" Lowell | Elizabeth Lowell"									2026-08-05
Ellen Pugh	Q133619331	Ellen Pugh		Ellen Pugh			Ellen Pugh	label_mul			Q37226	+1920-06-02T00:00:00Z	+2014-08-14T00:00:00Z					2026-08-05
David Thomas	Q133671659	David Thomas		David Thomas			David Thomas	label_mul				+1930-01-01T00:00:00Z						2026-08-05
Neville Williams	Q133738792	Neville Williams		Neville Williams			Neville Williams	label_mul			Q1930187	+1943-03-28T00:00:00Z						2026-08-05
David Thomas	Q133783428	David Thomas		David Thomas			David Thomas	label_mul			Q1930187	+1959-01-01T00:00:00Z						2026-08-05
Elizabeth Polk	Q134295925	Elizabeth Polk	Elizabeth Polk		Austrian-American dancer and pioneer of dance therapy (1902-2001)		Elizabeth Polk	label_en	Elizabeth Sofer | Lisl Skala | Elizabeth Skala		Q5716684|Q2393361|Q108116351	+1902-00-00T00:00:00Z	+2001-10-00T00:00:00Z					2026-08-05
Julie Benson	Q134573216	Julie Benson	Julie Benson	Julie Benson	badminton player		Julie Benson	label_en			Q13141064	+1960-00-00T00:00:00Z						2026-08-05
Nicholas Jennings	Q134997038	Nicholas Jennings	Nicholas Jennings				Nicholas Jennings	label_en			Q36180	+1953-01-01T00:00:00Z						2026-08-05
Donald Stuart	Q136637567	Donald Stuart		Donald Stuart			Donald Stuart	label_mul			Q33999	+1897-12-02T00:00:00Z	+1944-02-22T00:00:00Z					2026-08-05
William Humphrey	Q137016665	William Humphrey		William Humphrey			William Humphrey	label_mul			Q2516866							2026-08-05
Mary Oliver	Q137087247	Mary Oliver		Mary Oliver			Mary Oliver	label_mul			Q191808							2026-08-05
David Mitchell	Q138033046	David Mitchell	David Mitchell		Canadian political candidate from Nova Scotia		David Mitchell	label_en			Q82955							2026-08-05
Mary  Stewart	Q138077653	Mary Stewart	Mary Stewart		New Zealand brain injury victims advocate (1937–2026)		Mary Stewart	label_en	Mary Eileen Stewart | Mary Eileen Hunt | Mary Hunt		Q15253558	+1937-02-28T00:00:00Z	+2026-02-02T00:00:00Z					2026-08-05
Michel David	Q139217770	Michel David		Michel David			Michel David	label_mul			Q36834	+1945-01-01T00:00:00Z						2026-08-05
Wendy Jones	Q139261512	Wendy Jones		Wendy Jones			Wendy Jones	label_mul			Q36180|Q482980	+1967-07-29T00:00:00Z						2026-08-05
David McCullough	Q139325973	David McCullough	David McCullough		local politician in Manchester, England		David McCullough	label_en	David Maurice McCullough		Q82955							2026-08-05
Hilda T. Skae	Q140750263	Hilda T. Skae	Hilda T. Skae		Scottish author (1867-1954)		Hilda T. Skae	label_en	Hilda Skae | Hilda Traill Skae		Q482980	+1867-03-31T00:00:00Z	+1954-00-00T00:00:00Z					2026-08-05
Carl Sagan	Q410	Carl Sagan	Carl Sagan	Carl Sagan	American astrophysicist, cosmologist and author (1934–1996)		Carl Sagan	label_en	Sagan | Carl E. Sagan | Carl E Sagan | C. E. Sagan | C.E. Sagan | C E Sagan | C. Sagan | C Sagan | Sagan C | Sagan C. | Sagan C. E. | Sagan CE | Carl Edward Sagan	Carl Edward Sagan	Q2998308|Q752129|Q6625963|Q16742203|Q15143181|Q15143191|Q18844224|Q3745071|Q11063|Q1622272|Q36180|Q15980158|Q169470|Q28389|Q18805|Q947873	+1934-11-09T00:00:00Z	+1996-12-20T00:00:00Z			Carl Sagan	カール・セーガン	2026-08-05
J.M. Coetzee	Q43293	J. M. Coetzee	J. M. Coetzee	J. M. Coetzee	South African and Australian writer and scholar (born 1940)		J. M. Coetzee	label_en	John Maxwell Coetzee | John Coetzee | J.M. Coetzee		Q14467526|Q333634|Q6625963|Q11774202|Q8178443|Q28389|Q1622272|Q49757|Q36180|Q12144794|Q6430706|Q17167049	+1940-02-09T00:00:00Z|+1940-01-01T00:00:00Z				J. M. Coetzee	J・M・クッツェー	2026-08-05
Richard Dawkins	Q44461	Richard Dawkins	Richard Dawkins	Richard Dawkins	English ethologist, evolutionary biologist and author (born 1941)		Richard Dawkins	label_en	C. Dawkins | C. Richard Dawkins | Clinton Dawkins | CR Dawkins | Clinton Richard Dawkins | R. Dawkins		Q16063497|Q16831721|Q3745071|Q15143191|Q11774202|Q16270720|Q15632482|Q19356916|Q28389|Q864503|Q1622272|Q36180|Q350979|Q33999|Q482980|Q3126128|Q10800557|Q10798782|Q69423232|Q116695160|Q2405480	+1941-03-26T00:00:00Z			Clinton Richard Dawkins	Richard Dawkins	リチャード・ドーキンス	2026-08-05
William Wordsworth	Q45546	William Wordsworth	William Wordsworth	William Wordsworth	English Romantic poet (1770–1850)		William Wordsworth	label_en	Wordsworth		Q49757|Q822146|Q36180	+1770-04-07T00:00:00Z	+1850-04-23T00:00:00Z			William Wordsworth	ウィリアム・ワーズワース	2026-08-05
Tobias S. Buckell	Q138243	Tobias S. Buckell	Tobias S. Buckell	Tobias S. Buckell	Grenadian writer		Tobias S. Buckell	label_en			Q36180|Q18844224	+1979-01-02T00:00:00Z				Tobias Buckell		2026-08-05
Nora Roberts	Q231356	Nora Roberts	Nora Roberts	Nora Roberts	American romance writer		Nora Roberts	label_en	Eleanor Marie Robertson | Jill March | Eleanor Marie Robertson Aufdem-Brinke Wilder | J. D. Robb | Sarah Hardesty | Eleanor Wilder	J. D. Robb	Q6625963|Q28389|Q18844224|Q36180|Q43845|Q15403960|Q12362622|Q10297252	+1950-10-10T00:00:00Z		J.D. Robb | Nora Roberts | Sarah Hardesty | Jill March	Eleanor Marie Robertson	Nora Roberts	ノーラ・ロバーツ	2026-08-05
Marilyn French	Q271931	Marilyn French	Marilyn French		Novelist, critic (1929-2009)		Marilyn French	label_en			Q6625963|Q36180|Q28692502|Q15978337|Q34074720	+1929-11-21T00:00:00Z|+1929-00-00T00:00:00Z	+2009-05-02T00:00:00Z|+2009-00-00T00:00:00Z	Mara Solwoska	Marilyn Edwards	Marilyn French		2026-08-05
Christie Golden	Q275328	Christie Golden	Christie Golden	Christie Golden	American writer		Christie Golden	label_en	Jadrien Bell		Q36180|Q6625963|Q18844224	+1963-11-21T00:00:00Z		Jadrien Bell		Christie Golden		2026-08-05
Sibilla Aleramo	Q287741	Sibilla Aleramo	Sibilla Aleramo	Sibilla Aleramo	Italian writer and feminist, editor (1876-1960)		Sibilla Aleramo	label_en	Rina Faccio		Q36180|Q49757|Q1607826	+1876-08-14T00:00:00Z|+1876-01-01T00:00:00Z	+1960-01-13T00:00:00Z|+1960-01-01T00:00:00Z	Sibilla Aleramo	Rina Faccio	Sibilla Aleramo		2026-08-05
Ngugi wa Thiong'o	Q302910	Ngũgĩ wa Thiong'o	Ngũgĩ wa Thiong'o	Ngũgĩ wa Thiong'o	Kenyan writer (1938–2025)		Ngugi wa Thiong'o	alias_mul		James Ngugi | James Thiong'o Ngugi | Ngugi wa Thiong'o | Ngugi wa Thiongo	Q214917|Q6625963|Q11774202|Q1622272|Q4964182|Q36180	+1938-01-05T00:00:00Z	+2025-05-28T00:00:00Z			Ngũgĩ wa Thiong'o	グギ・ワ・ジオンゴ	2026-08-05
Oscar Hammerstein II	Q319693	Oscar Hammerstein II	Oscar Hammerstein II	Oscar Hammerstein II	American librettist, lyricist, theatrical producer, and director of musicals (1895–1960)		Oscar Hammerstein II	label_en	Hammerstien | Oscar Greely Clendenning Hammerstein II | Oscar Greeley Clendenning Hammerstein II | Oc Hammerstein	Oscar Hammerstein | Hammerstein	Q753110|Q8178443|Q28389|Q36180|Q822146|Q183945|Q3387717|Q13235160|Q3455803|Q49757	+1895-07-12T00:00:00Z	+1960-08-23T00:00:00Z		Oscar Greeley Clendenning Hammerstein II	Oscar Hammerstein II	オスカー・ハマースタイン2世	2026-08-05
John Ridley	Q362930	John Ridley	John Ridley	John Ridley	American writer and director		John Ridley	label_en	John Ridley IV		Q2526255|Q28389|Q6625963|Q36180|Q18844224|Q1053574|Q12377291|Q1440873|Q578109|Q11892507|Q3282637|Q2059704|Q33999|Q3455803	+1965-10-00T00:00:00Z|+1964-10-01T00:00:00Z				John Ridley	ジョン・リドリー	2026-08-05
Malorie Blackman	Q447519	Malorie Blackman	Malorie Blackman	Malorie Blackman	British author, Children's Laureate		Malorie Blackman	label_en			Q36180|Q6625963|Q18844224|Q4853732|Q28389	+1962-02-08T00:00:00Z				Malorie Blackman	マロリー・ブラックマン	2026-08-05
Barbara Michaels	Q451009	Barbara Mertz	Barbara Mertz	Barbara Mertz	American novelist and Egyptologist (1927–2013)		Barbara Michaels	alias_en	Elizabeth Peters | Barbara Michaels | Barbara Louise Mertz		Q36180|Q3621491|Q1350189|Q6625963|Q10297252	+1927-09-29T00:00:00Z	+2013-08-08T00:00:00Z	Elizabeth Peters | Barbara Michaels	Barbara Louise Gross	Barbara Mertz	エリザベス・ピーターズ	2026-08-05
Amanda Stevens	Q454173	Amanda Stevens	Amanda Stevens		American triathlete		Amanda Stevens	label_en			Q15306067	+1977-03-04T00:00:00Z						2026-08-05
Geraldine McCaughrean	Q457371	Geraldine McCaughrean	Geraldine McCaughrean	Geraldine McCaughrean	British children's writer (1951-)		Geraldine McCaughrean	label_en			Q36180|Q6625963|Q482980|Q4853732|Q18844224	+1951-06-06T00:00:00Z				Geraldine McCaughrean	ジェラルディン・マコックラン	2026-08-05
Lorna Raver	Q458482	Lorna Raver	Lorna Raver		American actress		Lorna Raver	label_en			Q33999|Q10798782|Q10800557	+1943-10-09T00:00:00Z	+2025-05-12T00:00:00Z			Lorna Raver	ローナ・レイヴァー	2026-08-05
Ethel Lilian Voynich	Q466068	Ethel Lilian Voynich	Ethel Lilian Voynich	Ethel Lilian Voynich	British writer and musician (1864–1960)		Ethel Lilian Voynich	label_en	E. L. Voynich	Ethel Lilian Boole	Q36180|Q6625963|Q15253558|Q36834|Q12144794|Q333634|Q27532437	+1864-05-11T00:00:00Z	+1960-07-27T00:00:00Z|+1960-07-28T00:00:00Z		Ethel Lilian Boole	Ethel Voynich	エセル・リリアン・ヴォイニッチ	2026-08-05
Qian Zhongshu	Q559750	Qian Zhongshu	Qian Zhongshu		Chinese literary scholar and writer (1910–1998)		Qian Zhongshu	label_en			Q36180|Q333634|Q17167049|Q11499929|Q15255771	+1910-11-21T00:00:00Z	+1998-12-19T00:00:00Z			Qian Zhongshu	銭鍾書	2026-08-05
Kristmann Gudmundsson	Q609939	Kristmann Guðmundsson	Kristmann Guðmundsson	Kristmann Guðmundsson	Icelandic writer (1901–1983)		Kristmann Gudmundsson	alias_en	Kristmann Gudmundsson		Q36180	+1901-10-23T00:00:00Z	+1983-11-20T00:00:00Z			Kristmann Guðmundsson	クリストマン・グズムンドソン	2026-08-05
Dan Abnett	Q720317	Dan Abnett	Dan Abnett	Dan Abnett	British comic book writer, novelist		Dan Abnett	label_en			Q36180|Q715301|Q18844224|Q6625963|Q28389|Q8246794|Q11892507|Q482980	+1965-10-12T00:00:00Z				Dan Abnett	ダン・アブネット	2026-08-05
John Gray	Q730223	John Gray		John Gray	English poet (1866–1934)		John Gray	label_mul		John Henry Gray | Brother Albert | Canon John Gray	Q14467526|Q49757|Q6625963|Q250867|Q36180|Q333634|Q2259532|Q733786|Q182436|Q42603	+1866-03-02T00:00:00Z|+1866-03-09T00:00:00Z|+1866-03-10T00:00:00Z	+1934-06-14T00:00:00Z		John Henry Gray	John Gray (poet)	ジョン・ヘンリー・グレイ	2026-08-05
John Gray	Q974566	John Gray	John Gray		American film director, writer and producer (born 1958)		John Gray	label_en	John Thomas Gray		Q36180|Q28389|Q2526255|Q3282637|Q3455803	+1958-01-01T00:00:00Z				John Gray (director)		2026-08-05
Michael Talbot	Q1246759	Mick Talbot	Mick Talbot		British keyboardist		Michael Talbot	alias_en	Michael Talbot		Q177220	+1958-09-11T00:00:00Z				Mick Talbot	ミック・タルボット	2026-08-05
Edgar Pangborn	Q1284085	Edgar Pangborn	Edgar Pangborn	Edgar Pangborn	American writer (1909–1976)		Edgar Pangborn	label_en			Q6625963|Q36180|Q18844224	+1909-02-25T00:00:00Z	+1976-02-01T00:00:00Z			Edgar Pangborn	エドガー・パングボーン	2026-08-05
Neville Williams	Q1982257	Neville Williams	Neville Williams		Australian boxer and activist		Neville Williams	label_en			Q11338576	+2000-01-01T00:00:00Z				Neville Williams		2026-08-05
Stuart M. Kaminsky	Q2036138	Stuart M. Kaminsky	Stuart M. Kaminsky	Stuart M. Kaminsky	Novelist, mystery writer (1934–2009)		Stuart M. Kaminsky	label_en			Q36180|Q28389|Q1930187|Q6625963|Q1622272|Q864380|Q4220878	+1934-09-29T00:00:00Z	+2009-10-09T00:00:00Z			Stuart M. Kaminsky	スチュアート・M・カミンスキー	2026-08-05
Michael  Stewart	Q2353002	Michael Stewart	Michael Stewart		American basketball player (born 1975)		Michael Stewart	label_en	Michael Curtis Stewart		Q3665646	+1975-04-24T00:00:00Z				Michael Stewart (basketball)	マイケル・スチュワート	2026-08-05
James White	Q3161128	James H. White	James H. White	James H. White	Canadian actor and director (1872–1944)		James White	alias_en	James Henry White | James White	James Henry White | James White	Q33999|Q3455803|Q2526255|Q222344	+1872-03-00T00:00:00Z	+1944-00-00T00:00:00Z			James H. White		2026-08-05
John Rutherford	Q3182401	John Rutherford	John Rutherford		Scottish rugby union player		John Rutherford	label_en	John Young Rutherford		Q14089670	+1955-10-04T00:00:00Z				John Rutherford (rugby union)		2026-08-05
Peter Corris	Q3376515	Peter Corris	Peter Corris		Australian writer (1942–2018)		Peter Corris	label_en	Peter Robert Corris | P. Corris | P.Corris | P Corris		Q1930187|Q6625963|Q3400985	+1942-05-08T00:00:00Z	+2018-08-30T00:00:00Z			Peter Corris		2026-08-05
Asch	Q3388014	Pieter van Asch	Pieter van Asch	Pieter van Asch	Dutch Golden Age painter (1603-1678)		Asch	alias_en	Vanasse | P: van As | V. Assch | Van Assche | P. Van Asch | P. van As | P. Van Ash | J.V. Asch | Pieter Jansz. Van Asch | Pierre-Jean van Asch | Peter van Asch | Van-Asch | Van Ass | V. Asch | Pieter Van Asch | Jean Van-Asch | Pierre van Asch | V. Ash | J. Van Aschen | Pierre Van-As | Van Aschen | Van Ash | P.J. van As | J. van Asch | l'hollandais Peeter Van As | Pierre Van-Asch | Pieter Jansz. van As | P. Vanas | P. Jansz. van Asch | Peter Johann van Asch | b. j. van asch | pieter van asch | Asch | Jean Van-Aschen | J. van As | P. Van Asche | j. p. van asch | Jean Van Aschen | Pieter Jansz van asch | P. J. van Asch | P. v. Asch | P. van Ast | Van Ashe | Pierre-Jean Van-Asch | Van Asche | Jean Van Asch | Pieter Jansz. van Asch | P.-J. Van Asch | van Asch | Pierre Van Ash | P.J. van Asch | Pierre Jean Van-Asah | Van As | Pieter van As | V. Assche | Vander As | J. Van Achst | P. V. As		Q1028181	+1603-01-01T00:00:00Z	+1678-06-06T00:00:00Z			Pieter Jansz van Asch	ピーテル・ファン・アッシュ	2026-08-05
Richard Sale	Q3431189	Richard Sale	Richard Sale	Richard Sale	American film director (1911–1993)		Richard Sale	label_en			Q2526255|Q36180|Q28389|Q3282637|Q3455803|Q10297252|Q13235160|Q33999	+1911-12-17T00:00:00Z	+1993-03-04T00:00:00Z|+1993-04-03T00:00:00Z			Richard Sale (director)	リチャード・セイル (映画監督)	2026-08-05
Anonymous	Q3525510	Joseph Sieber Benner	Joseph Sieber Benner		publisher, spiritual writer, editor (1872–1941)		Anonymous	P742_pseudonym			Q36180|Q24262594	+1872-01-03T00:00:00Z|+1872-01-01T00:00:00Z	+1941-01-01T00:00:00Z	Anonymous		Joseph Sieber Benner		2026-08-05
Unknown	Q3543962	Shishman of Vidin	Shishman of Vidin		Bulgarian despot and semi-independent ruler		unknown (?)	alias_en	unknown (?)		Q275102	+1300-01-01T00:00:00Z	+1301-01-01T00:00:00Z			Shishman of Vidin		2026-08-05
William J. Locke	Q3568747	William John Locke	William John Locke	William John Locke	British writer (1863–1930)		William J. Locke	alias_en	William Locke | William J. Locke		Q214917|Q36180|Q482980	+1863-03-20T00:00:00Z	+1930-05-15T00:00:00Z			William John Locke		2026-08-05
Christopher Stasheff	Q4441391	Christopher Stasheff	Christopher Stasheff	Christopher Stasheff	American writer (1944-2018)		Christopher Stasheff	label_en			Q6625963|Q18844224|Q36180	+1944-01-15T00:00:00Z	+2018-06-10T00:00:00Z			Christopher Stasheff		2026-08-05
